vehicle_number,vehicle_type,offense_count,primary_violation,police_stations,first_offense,last_offense,fine_tier,illustrative_fine,is_watchlist_30d
FKN00GL130898,PASSENGER AUTO,3,WRONG PARKING,Shivajinagar,2023-11-16,2024-03-26,HIGH,1500,0
FKN00GL130927,MOTOR CYCLE,3,NO PARKING,Upparpet,2023-11-11,2023-12-31,HIGH,1500,0
FKN00GL130941,PASSENGER AUTO,3,NO PARKING,Upparpet,2023-11-11,2024-01-18,HIGH,1500,0
FKN00GL130966,CAR,3,WRONG PARKING,"Shivajinagar, Upparpet",2023-11-21,2023-11-21,HIGH,1500,1
FKN00GL13097,PASSENGER AUTO,3,NO PARKING,"Malleshwaram, Basavanagudi, K.G. Halli",2024-01-11,2024-03-02,HIGH,1500,0
FKN00GL131002,MOTOR CYCLE,3,WRONG PARKING,Malleshwaram,2023-11-10,2024-03-07,HIGH,1500,0
FKN00GL6249,SCOOTER,3,WRONG PARKING,"V.V.Puram (C.Pet), City Market",2024-02-02,2024-03-25,HIGH,1500,0
FKN00GL62494,CAR,3,WRONG PARKING,Yeshwanthpura,2024-02-24,2024-02-24,HIGH,1500,1
FKN00GL62498,PASSENGER AUTO,3,WRONG PARKING,Upparpet,2024-01-08,2024-04-06,HIGH,1500,0
FKN00GL62510,MOTOR CYCLE,3,WRONG PARKING,Yeshwanthpura,2024-02-24,2024-02-24,HIGH,1500,1
FKN00GL62511,MOTOR CYCLE,3,WRONG PARKING,Yeshwanthpura,2024-02-24,2024-02-24,HIGH,1500,1
FKN00GL6253,SCOOTER,3,WRONG PARKING,City Market,2024-02-02,2024-04-03,HIGH,1500,0
FKN00GL62534,LGV,3,WRONG PARKING,City Market,2023-11-22,2024-04-06,HIGH,1500,0
FKN00GL6254,SCOOTER,3,WRONG PARKING,"City Market, V.V.Puram (C.Pet)",2024-01-11,2024-03-25,HIGH,1500,0
FKN00GL130668,SCOOTER,3,NO PARKING,Hebbala,2023-12-07,2023-12-07,HIGH,1500,1
FKN00GL13072,SCOOTER,3,WRONG PARKING,Shivajinagar,2024-03-02,2024-03-29,HIGH,1500,1
FKN00GL130127,SCOOTER,3,NO PARKING,Shivajinagar,2023-11-17,2023-11-21,HIGH,1500,1
FKN00GL13013,PASSENGER AUTO,3,WRONG PARKING,Shivajinagar,2024-01-05,2024-03-25,HIGH,1500,0
FKN00GL130139,SCOOTER,3,NO PARKING,Upparpet,2023-11-14,2023-11-15,HIGH,1500,1
FKN00GL62662,CAR,3,WRONG PARKING,Magadi Road,2023-11-29,2024-02-25,HIGH,1500,0
FKN00GL62667,SCOOTER,3,NO PARKING,Upparpet,2023-12-07,2024-04-06,HIGH,1500,0
FKN00GL6267,SCOOTER,3,WRONG PARKING,Rajajinagar,2024-02-02,2024-04-07,HIGH,1500,0
FKN00GL62671,SCOOTER,3,WRONG PARKING,City Market,2023-12-01,2024-03-14,HIGH,1500,0
FKN00GL62774,PASSENGER AUTO,3,NO PARKING,"Chamarajpet, HAL Old Airport, Shivajinagar",2023-12-28,2024-02-26,HIGH,1500,0
FKN00GL62810,MOTOR CYCLE,3,NO PARKING,"Upparpet, Vijayanagara",2023-12-19,2024-04-07,HIGH,1500,0
FKN00GL62884,MOTOR CYCLE,3,WRONG PARKING,Yelahanka,2023-12-02,2024-03-16,HIGH,1500,0
FKN00GL62433,MOTOR CYCLE,3,WRONG PARKING,"City Market, Malleshwaram",2023-12-17,2024-02-25,HIGH,1500,0
FKN00GL6248,SCOOTER,3,NO PARKING,"Rajajinagar, Upparpet, Vijayanagara",2023-11-11,2024-02-11,HIGH,1500,0
FKN00GL62489,LGV,3,WRONG PARKING,"Mico Layout, HSR Layout",2024-01-31,2024-04-06,HIGH,1500,0
FKN00GL130821,MOTOR CYCLE,3,NO PARKING,Jeevanbheemanagar,2023-12-08,2023-12-21,HIGH,1500,1
FKN00GL13034,GOODS AUTO,3,WRONG PARKING,K.R. Pura,2024-01-24,2024-02-04,HIGH,1500,1
FKN00GL130399,SCOOTER,3,NO PARKING,"Mahadevapura, K.R. Pura",2023-11-15,2023-11-15,HIGH,1500,1
FKN00GL130415,CAR,3,NO PARKING,"Upparpet, Shivajinagar, Chikkajala",2023-11-18,2024-01-17,HIGH,1500,0
FKN00GL13053,CAR,3,NO PARKING,"Malleshwaram, Basavanagudi",2023-11-22,2024-02-04,HIGH,1500,0
FKN00GL129726,SCOOTER,3,NO PARKING,Shivajinagar,2023-11-15,2023-11-16,HIGH,1500,1
FKN00GL12974,TEMPO,3,PARKING IN A MAIN ROAD,Whitefield,2023-11-18,2024-02-29,HIGH,1500,0
FKN00GL129746,JEEP,3,WRONG PARKING,City Market,2023-11-15,2024-01-08,HIGH,1500,0
FKN00GL62940,CAR,3,NO PARKING,HAL Old Airport,2024-02-26,2024-02-26,HIGH,1500,1
FKN00GL62956,MOTOR CYCLE,3,WRONG PARKING,City Market,2024-01-28,2024-02-27,HIGH,1500,1
FKN00GL62965,SCOOTER,3,WRONG PARKING,City Market,2024-01-26,2024-03-01,HIGH,1500,0
FKN00GL62987,SCOOTER,3,NO PARKING,Shivajinagar,2024-02-26,2024-03-02,HIGH,1500,1
FKN00GL63043,CAR,3,NO PARKING,Upparpet,2023-12-21,2024-04-06,HIGH,1500,0
FKN00GL63067,CAR,3,NO PARKING,Jayanagara,2024-02-26,2024-02-26,HIGH,1500,1
FKN00GL130552,SCOOTER,3,WRONG PARKING,High ground,2023-11-15,2023-12-08,HIGH,1500,1
FKN00GL130604,SCOOTER,3,NO PARKING,HAL Old Airport,2023-11-16,2024-01-19,HIGH,1500,0
FKN00GL130664,PASSENGER AUTO,3,NO PARKING,"Malleshwaram, Rajajinagar",2023-12-07,2024-03-13,HIGH,1500,0
FKN00GL130104,SCOOTER,3,WRONG PARKING,"Vijayanagara, Rajajinagar",2023-12-07,2023-12-17,HIGH,1500,1
FKN00GL129469,MOTOR CYCLE,3,NO PARKING,Vijayanagara,2023-11-11,2024-01-09,HIGH,1500,0
FKN00GL129477,PASSENGER AUTO,3,NO PARKING,"Upparpet, Shivajinagar",2023-11-10,2024-01-07,HIGH,1500,0
FKN00GL129488,PASSENGER AUTO,3,WRONG PARKING,"Magadi Road, City Market, Shivajinagar",2023-11-15,2024-01-21,HIGH,1500,0
FKN00GL63092,CAR,3,NO PARKING,Upparpet,2024-01-14,2024-04-06,HIGH,1500,0
FKN00GL63181,SCOOTER,3,NO PARKING,"Magadi Road, Vijayanagara",2023-11-11,2024-02-26,HIGH,1500,0
FKN00GL63216,CAR,3,NO PARKING,"K.G. Halli, Pulikeshinagar(F.Town)",2024-03-12,2024-04-06,HIGH,1500,1
FKN00GL6323,SCOOTER,3,WRONG PARKING,Shivajinagar,2024-01-15,2024-02-02,HIGH,1500,1
FKN00GL63274,CAR,3,NO PARKING,"Sadashivanagar, Kodigehalli",2023-12-27,2024-02-26,HIGH,1500,0
FKN00GL62905,CAR,3,NO PARKING,Upparpet,2024-03-18,2024-03-19,HIGH,1500,1
FKN00GL6293,CAR,3,WRONG PARKING,"Vijayanagara, Byatarayanapura, Malleshwaram",2023-12-07,2024-02-02,HIGH,1500,0
FKN00GL130231,CAR,3,NO PARKING,"Halasur, HAL Old Airport",2023-11-15,2023-12-09,HIGH,1500,1
FKN00GL130304,CAR,3,NO PARKING,Upparpet,2023-11-15,2024-03-14,HIGH,1500,0
FKN00GL130314,CAR,3,WRONG PARKING,"Upparpet, Shivajinagar, Mahadevapura",2023-11-14,2023-12-24,HIGH,1500,0
FKN00GL130324,CAR,3,NO PARKING,"Malleshwaram, Upparpet",2023-11-15,2024-01-10,HIGH,1500,0
FKN00GL130330,CAR,3,NO PARKING,"Cubbon Park, Malleshwaram, Rajajinagar",2023-11-15,2024-01-16,HIGH,1500,0
FKN00GL129531,BUS (BMTC/KSRTC),3,PARKING IN A MAIN ROAD,"K.R. Pura, Mahadevapura",2023-11-12,2024-01-03,HIGH,1500,0
FKN00GL129534,SCOOTER,3,WRONG PARKING,Shivajinagar,2023-11-15,2024-01-04,HIGH,1500,0
FKN00GL129544,SCOOTER,3,WRONG PARKING,Shivajinagar,2023-11-15,2024-01-04,HIGH,1500,0
FKN00GL129579,BUS (BMTC/KSRTC),3,WRONG PARKING,HAL Old Airport,2023-11-12,2023-12-20,HIGH,1500,0
FKN00GL129640,CAR,3,WRONG PARKING,Vijayanagara,2023-11-15,2024-01-10,HIGH,1500,0
FKN00GL129664,PASSENGER AUTO,3,PARKING IN A MAIN ROAD,"Upparpet, Chamarajpet, City Market",2023-11-15,2024-01-12,HIGH,1500,0
FKN00GL63313,CAR,3,WRONG PARKING,"K.R. Pura, High ground",2024-02-25,2024-03-02,HIGH,1500,1
FKN00GL63351,CAR,3,NO PARKING,Upparpet,2023-11-23,2024-04-06,HIGH,1500,0
FKN00GL63356,CAR,3,NO PARKING,"Shivajinagar, Mico Layout",2023-12-01,2024-04-06,HIGH,1500,0
FKN00GL6338,SCOOTER,3,NO PARKING,Mico Layout,2024-03-28,2024-03-30,HIGH,1500,1
FKN00GL63414,SCOOTER,3,WRONG PARKING,Shivajinagar,2024-02-20,2024-03-12,HIGH,1500,1
FKN00GL63421,SCOOTER,3,WRONG PARKING,Shivajinagar,2023-11-17,2024-02-27,HIGH,1500,0
FKN00GL6307,SCOOTER,3,NO PARKING,Shivajinagar,2024-03-08,2024-03-29,HIGH,1500,1
FKN00GL12993,CAR,3,NO PARKING,"Upparpet, Malleshwaram",2023-11-23,2024-04-02,HIGH,1500,0
FKN00GL129968,SCOOTER,3,NO PARKING,Upparpet,2023-11-13,2023-12-15,HIGH,1500,0
FKN00GL13000,CAR,3,WRONG PARKING,Malleshwaram,2024-02-04,2024-03-18,HIGH,1500,0
FKN00GL63513,SCOOTER,3,WRONG PARKING,Upparpet,2024-01-14,2024-02-26,HIGH,1500,0
FKN00GL129262,CAR,3,NO PARKING,"Halasur, Shivajinagar",2023-11-15,2024-01-20,HIGH,1500,0
FKN00GL129432,MOTOR CYCLE,3,NO PARKING,Vijayanagara,2023-11-10,2023-11-15,HIGH,1500,1
FKN00GL12876,MOTOR CYCLE,3,NO PARKING,K.R. Pura,2024-02-04,2024-03-31,HIGH,1500,0
FKN00GL6358,LGV,3,NO PARKING,City Market,2024-01-12,2024-03-19,HIGH,1500,0
FKN00GL63580,SCOOTER,3,WRONG PARKING,"Sheshadripuram, Magadi Road",2024-02-23,2024-03-26,HIGH,1500,0
FKN00GL6361,SCOOTER,3,NO PARKING,Shivajinagar,2024-01-31,2024-02-01,HIGH,1500,1
FKN00GL63612,SCOOTER,3,NO PARKING,Upparpet,2024-02-26,2024-03-11,HIGH,1500,1
FKN00GL63649,MOTOR CYCLE,3,PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC,Jeevanbheemanagar,2024-03-08,2024-04-06,HIGH,1500,1
FKN00GL63673,CAR,3,WRONG PARKING,"Devanahalli Airport, Yeshwanthpura",2023-12-19,2024-02-26,HIGH,1500,0
FKN00GL63676,CAR,3,WRONG PARKING,Devanahalli Airport,2024-02-26,2024-02-26,HIGH,1500,1
FKN00GL63677,CAR,3,WRONG PARKING,Devanahalli Airport,2024-02-26,2024-02-26,HIGH,1500,1
FKN00GL63685,CAR,3,WRONG PARKING,Devanahalli Airport,2024-02-26,2024-02-26,HIGH,1500,1
FKN00GL6330,CAR,3,WRONG PARKING,Vijayanagara,2024-02-02,2024-02-14,HIGH,1500,1
FKN00GL63306,CAR,3,NO PARKING,"K.G. Halli, Pulikeshinagar(F.Town)",2024-03-12,2024-04-06,HIGH,1500,1
FKN00GL129519,SCOOTER,3,NO PARKING,Sheshadripuram,2023-11-15,2023-11-29,HIGH,1500,1
FKN00GL128874,CAR,3,NO PARKING,HSR Layout,2023-12-06,2024-01-18,HIGH,1500,0
FKN00GL128881,CAR,3,WRONG PARKING,"Sheshadripuram, High ground",2023-11-15,2023-12-12,HIGH,1500,1
FKN00GL128953,SCOOTER,3,WRONG PARKING,Shivajinagar,2023-11-14,2023-11-23,HIGH,1500,1
FKN00GL128993,SCOOTER,3,NO PARKING,Pulikeshinagar(F.Town),2023-12-03,2023-12-13,HIGH,1500,1
FKN00GL128999,MOTOR CYCLE,3,NO PARKING,Yeshwanthpura,2023-11-25,2024-03-23,HIGH,1500,0
FKN00GL128222,CAR,3,NO PARKING,Upparpet,2023-11-15,2024-01-14,HIGH,1500,0
FKN00GL128228,MOTOR CYCLE,3,WRONG PARKING,High ground,2023-11-14,2023-11-15,HIGH,1500,1
FKN00GL12828,PASSENGER AUTO,3,PARKING IN A MAIN ROAD,"Wilson Garden, HAL Old Airport, Shivajinagar",2024-01-21,2024-03-29,HIGH,1500,0
FKN00GL63852,PASSENGER AUTO,3,WRONG PARKING,"HAL Old Airport, Chamarajpet",2024-02-20,2024-03-03,HIGH,1500,1
FKN00GL63853,LGV,3,WRONG PARKING,Jnanabharathi,2024-01-04,2024-04-01,HIGH,1500,0
FKN00GL63889,CAR,3,NO PARKING,"City Market, Wilson Garden",2023-12-13,2024-02-26,HIGH,1500,0
FKN00GL63892,JEEP,3,WRONG PARKING,"City Market, Halasuru Gate, High ground",2023-12-19,2024-02-29,HIGH,1500,0
FKN00GL63917,CAR,3,NO PARKING,"K.G. Halli, Pulikeshinagar(F.Town)",2024-01-17,2024-04-06,HIGH,1500,0
FKN00GL63929,SCOOTER,3,WRONG PARKING,"V.V.Puram (C.Pet), City Market",2024-02-26,2024-02-26,HIGH,1500,1
FKN00GL63931,CAR,3,NO PARKING,"K.G. Halli, Pulikeshinagar(F.Town)",2024-03-12,2024-04-06,HIGH,1500,1
FKN00GL63937,SCOOTER,3,PARKING IN A MAIN ROAD,K.R. Pura,2024-02-28,2024-04-05,HIGH,1500,0
FKN00GL63950,CAR,3,NO PARKING,"City Market, Malleshwaram, Cubbon Park",2023-12-01,2024-02-26,HIGH,1500,0
FKN00GL128303,SCOOTER,3,WRONG PARKING,Vijayanagara,2023-11-15,2023-12-12,HIGH,1500,1
FKN00GL128427,CAR,3,WRONG PARKING,"Rajajinagar, Malleshwaram",2023-11-25,2023-12-05,HIGH,1500,1
FKN00GL128456,PASSENGER AUTO,3,NO PARKING,"K.G. Halli, Chamarajpet, Shivajinagar",2023-11-18,2023-12-16,HIGH,1500,1
FKN00GL128491,CAR,3,NO PARKING,Wilson Garden,2023-12-04,2024-01-07,HIGH,1500,0
FKN00GL127949,CAR,3,NO PARKING,"Cubbon Park, Chikkajala",2023-11-15,2024-01-10,HIGH,1500,0
FKN00GL12795,SCOOTER,3,WRONG PARKING,Kodigehalli,2023-11-13,2024-02-04,HIGH,1500,0
FKN00GL127968,PASSENGER AUTO,3,NO PARKING,"Upparpet, Wilson Garden",2023-11-14,2023-12-26,HIGH,1500,0
FKN00GL64007,PASSENGER AUTO,3,WRONG PARKING,"City Market, Shivajinagar, Malleshwaram",2023-11-27,2024-04-01,HIGH,1500,0
FKN00GL64015,SCOOTER,3,WRONG PARKING,City Market,2024-02-26,2024-02-26,HIGH,1500,1
FKN00GL64018,SCOOTER,3,WRONG PARKING,Banaswadi,2024-02-26,2024-03-08,HIGH,1500,1
FKN00GL64039,SCOOTER,3,WRONG PARKING,Malleshwaram,2024-01-09,2024-04-06,HIGH,1500,0
FKN00GL63737,SCOOTER,3,WRONG PARKING,Malleshwaram,2024-02-26,2024-02-26,HIGH,1500,1
FKN00GL63834,MOTOR CYCLE,3,NO PARKING,Jeevanbheemanagar,2024-02-26,2024-02-26,HIGH,1500,1
FKN00GL128845,MOTOR CYCLE,3,WRONG PARKING,Shivajinagar,2023-11-15,2023-11-18,HIGH,1500,1
FKN00GL12887,SCOOTER,3,WRONG PARKING,K.R. Pura,2023-12-02,2024-02-28,HIGH,1500,0
FKN00GL128135,PASSENGER AUTO,3,NO PARKING,"Upparpet, Chamarajpet, Rajajinagar",2023-11-14,2024-01-25,HIGH,1500,0
FKN00GL128168,CAR,3,NO PARKING,Halasur,2023-11-14,2023-12-19,HIGH,1500,0
FKN00GL128173,SCOOTER,3,NO PARKING,Rajajinagar,2023-11-14,2023-12-27,HIGH,1500,0
FKN00GL128174,CAR,3,NO PARKING,Sheshadripuram,2023-11-14,2024-01-09,HIGH,1500,0
FKN00GL12819,CAR,3,PARKING IN A MAIN ROAD,"Ashok Nagar, Cubbon Park",2024-02-04,2024-02-04,HIGH,1500,1
FKN00GL128202,MOTOR CYCLE,3,NO PARKING,Vijayanagara,2023-11-15,2023-11-17,HIGH,1500,1
FKN00GL128204,SCOOTER,3,NO PARKING,Vijayanagara,2023-11-15,2023-11-23,HIGH,1500,1
FKN00GL128217,SCOOTER,3,NO PARKING,HAL Old Airport,2023-11-15,2024-01-16,HIGH,1500,0
FKN00GL127657,SCOOTER,3,NO PARKING,Vijayanagara,2023-12-07,2023-12-27,HIGH,1500,1
FKN00GL64067,CAR,3,WRONG PARKING,"Whitefield, HAL Old Airport",2023-12-13,2024-04-06,HIGH,1500,0
FKN00GL64100,MOTOR CYCLE,3,WRONG PARKING,Kodigehalli,2024-01-20,2024-03-19,HIGH,1500,0
FKN00GL64102,SCOOTER,3,WRONG PARKING,Kodigehalli,2023-12-13,2024-03-18,HIGH,1500,0
FKN00GL64108,MOTOR CYCLE,3,WRONG PARKING,Kodigehalli,2024-01-20,2024-03-23,HIGH,1500,0
FKN00GL64158,CAR,3,WRONG PARKING,"Hulimavu, Electronic City, HAL Old Airport",2024-01-12,2024-03-02,HIGH,1500,0
FKN00GL6417,CAR,3,NO PARKING,"Kodigehalli, Peenya",2023-12-27,2024-02-02,HIGH,1500,0
FKN00GL64185,MOTOR CYCLE,3,PARKING IN A MAIN ROAD,HAL Old Airport,2024-03-11,2024-04-06,HIGH,1500,1
FKN00GL127794,CAR,3,WRONG PARKING,"Upparpet, Shivajinagar, HAL Old Airport",2023-11-14,2024-03-13,HIGH,1500,0
FKN00GL127829,PASSENGER AUTO,3,WRONG PARKING,"Byatarayanapura, City Market",2023-11-14,2024-01-25,HIGH,1500,0
FKN00GL127881,CAR,3,NO PARKING,Pulikeshinagar(F.Town),2023-12-07,2024-01-08,HIGH,1500,0
FKN00GL127343,CAR,3,NO PARKING,"Sheshadripuram, Mahadevapura, Rajajinagar",2023-11-14,2024-01-21,HIGH,1500,0
FKN00GL127349,LGV,3,WRONG PARKING,"Upparpet, Malleshwaram",2023-11-14,2023-12-09,HIGH,1500,1
FKN00GL127363,CAR,3,WRONG PARKING,Upparpet,2023-11-13,2023-11-21,HIGH,1500,1
FKN00GL64289,SCOOTER,3,WRONG PARKING,"Shivajinagar, Cubbon Park",2024-01-17,2024-02-19,HIGH,1500,0
FKN00GL64325,CAR,3,NO PARKING,"Bellandur, Malleshwaram, High ground",2023-11-13,2024-02-26,HIGH,1500,0
FKN00GL64338,PASSENGER AUTO,3,WRONG PARKING,"Pulikeshinagar(F.Town), High ground, Shivajinagar",2023-12-21,2024-02-26,HIGH,1500,0
FKN00GL64377,PASSENGER AUTO,3,PARKING IN A MAIN ROAD,"Halasur, Jeevanbheemanagar",2024-02-26,2024-03-08,HIGH,1500,1
FKN00GL64407,SCOOTER,3,NO PARKING,Malleshwaram,2024-02-23,2024-04-05,HIGH,1500,0
FKN00GL64443,SCOOTER,3,WRONG PARKING,Malleshwaram,2023-12-27,2024-04-05,HIGH,1500,0
FKN00GL64047,MOTOR CYCLE,3,WRONG PARKING,Kodigehalli,2023-11-13,2024-03-19,HIGH,1500,0
FKN00GL128026,MAXI-CAB,3,NO PARKING,"Mahadevapura, Halasur, HAL Old Airport",2023-11-15,2024-01-20,HIGH,1500,0
FKN00GL128058,PASSENGER AUTO,3,NO PARKING,Upparpet,2023-11-14,2023-12-15,HIGH,1500,1
FKN00GL12807,CAR,3,PARKING IN A MAIN ROAD,"Ashok Nagar, Chikkajala",2023-12-27,2024-02-04,HIGH,1500,0
FKN00GL64860,CAR,3,WRONG PARKING,Chikkajala,2024-02-26,2024-04-07,HIGH,1500,0
FKN00GL64454,PASSENGER AUTO,3,WRONG PARKING,"Pulikeshinagar(F.Town), Shivajinagar",2023-11-26,2024-02-26,HIGH,1500,0
FKN00GL64462,CAR,3,WRONG PARKING,Pulikeshinagar(F.Town),2023-11-10,2024-02-26,HIGH,1500,0
FKN00GL6447,CAR,3,NO PARKING,"HAL Old Airport, Banaswadi, Devanahalli Airport",2024-01-13,2024-03-12,HIGH,1500,0
FKN00GL64483,LGV,3,NO PARKING,"Chamarajpet, City Market",2023-12-09,2024-02-26,HIGH,1500,0
FKN00GL64493,CAR,3,WRONG PARKING,"Malleshwaram, HAL Old Airport",2024-03-13,2024-04-06,HIGH,1500,1
FKN00GL64612,CAR,3,NO PARKING,Upparpet,2023-11-24,2024-04-06,HIGH,1500,0
FKN00GL6463,CAR,3,WRONG PARKING,"Malleshwaram, Rajajinagar",2023-11-26,2024-02-02,HIGH,1500,0
FKN00GL64642,CAR,3,WRONG PARKING,"HAL Old Airport, Upparpet",2023-12-04,2024-04-06,HIGH,1500,0
FKN00GL64643,PASSENGER AUTO,3,WRONG PARKING,"Upparpet, Shivajinagar",2023-11-12,2024-04-06,HIGH,1500,0
FKN00GL64655,CAR,3,NO PARKING,"Jeevanbheemanagar, Upparpet",2023-12-20,2024-02-26,HIGH,1500,0
FKN00GL64661,CAR,3,WRONG PARKING,Basavanagudi,2023-12-01,2024-02-27,HIGH,1500,0
FKN00GL64207,MAXI-CAB,3,WRONG PARKING,Vijayanagara,2023-12-18,2024-02-26,HIGH,1500,0
FKN00GL64215,MAXI-CAB,3,NO PARKING,"Shivajinagar, Jeevanbheemanagar",2024-02-22,2024-03-05,HIGH,1500,1
FKN00GL127765,MOTOR CYCLE,3,WRONG PARKING,HAL Old Airport,2023-11-15,2024-01-07,HIGH,1500,0
FKN00GL12778,CAR,3,NO PARKING,"HAL Old Airport, Bellandur",2023-12-19,2024-03-27,HIGH,1500,0
FKN00GL12733,PASSENGER AUTO,3,NO PARKING,"Shivajinagar, HAL Old Airport",2023-12-15,2024-02-04,HIGH,1500,0
FKN00GL126579,SCOOTER,3,NO PARKING,Upparpet,2023-11-11,2023-11-16,HIGH,1500,1
FKN00GL127412,SCOOTER,3,NO PARKING,Hebbala,2023-11-14,2023-11-14,HIGH,1500,1
FKN00GL127426,CAR,3,WRONG PARKING,"Upparpet, Malleshwaram",2023-11-14,2023-12-20,HIGH,1500,0
FKN00GL127438,PASSENGER AUTO,3,WRONG PARKING,"Upparpet, Chamarajpet",2023-11-10,2024-01-15,HIGH,1500,0
FKN00GL127480,SCOOTER,3,NO PARKING,Hebbala,2023-11-14,2023-11-14,HIGH,1500,1
FKN00GL127484,MOTOR CYCLE,3,NO PARKING,"Kodigehalli, Hebbala",2023-11-14,2024-01-17,HIGH,1500,0
FKN00GL127575,MOTOR CYCLE,3,NO PARKING,HSR Layout,2023-11-14,2023-12-12,HIGH,1500,1
FKN00GL1276,CAR,3,WRONG PARKING,Malleshwaram,2024-01-14,2024-03-30,HIGH,1500,0
FKN00GL12764,SCOOTER,3,WRONG PARKING,Rajajinagar,2023-12-02,2024-03-29,HIGH,1500,0
FKN00GL127649,OTHERS,3,NO PARKING,Cubbon Park,2023-11-14,2023-11-22,HIGH,1500,1
FKN00GL12700,SCOOTER,3,WRONG PARKING,"City Market, V.V.Puram (C.Pet)",2023-12-01,2024-03-31,HIGH,1500,0
FKN00GL64691,OTHERS,3,PARKING IN A MAIN ROAD,HAL Old Airport,2023-11-16,2024-02-27,HIGH,1500,0
FKN00GL64774,PASSENGER AUTO,3,WRONG PARKING,Upparpet,2023-12-08,2024-04-06,HIGH,1500,0
FKN00GL64797,MAXI-CAB,3,PARKING IN A MAIN ROAD,"Hennuru, Whitefield, Mahadevapura",2024-02-29,2024-04-05,HIGH,1500,0
FKN00GL64800,CAR,3,NO PARKING,Adugodi,2024-03-19,2024-03-19,HIGH,1500,1
FKN00GL126845,CAR,3,WRONG PARKING,Pulikeshinagar(F.Town),2023-11-13,2024-01-15,HIGH,1500,0
FKN00GL126960,PASSENGER AUTO,3,NO PARKING,"Shivajinagar, Yeshwanthpura",2023-11-11,2024-03-07,HIGH,1500,0
FKN00GL126305,PRIVATE BUS,3,WRONG PARKING,"Upparpet, Halasuru Gate",2023-12-07,2023-12-20,HIGH,1500,1
FKN00GL126341,CAR,3,NO PARKING,"Vijayanagara, High ground, Sheshadripuram",2023-11-12,2024-01-16,HIGH,1500,0
FKN00GL6489,SCOOTER,3,WRONG PARKING,Kodigehalli,2024-02-02,2024-02-02,HIGH,1500,1
FKN00GL64931,MAXI-CAB,3,NO PARKING,Mico Layout,2024-02-20,2024-03-21,HIGH,1500,1
FKN00GL64938,CAR,3,WRONG PARKING,"Hulimavu, Madiwala",2023-11-14,2024-02-20,HIGH,1500,0
FKN00GL64942,MOTOR CYCLE,3,NO PARKING,Kodigehalli,2023-12-24,2024-04-06,HIGH,1500,0
FKN00GL64687,SCOOTER,3,WRONG PARKING,Vijayanagara,2024-01-12,2024-02-27,HIGH,1500,0
FKN00GL127090,CAR,3,WRONG PARKING,Mico Layout,2023-11-28,2023-12-08,HIGH,1500,1
FKN00GL127095,CAR,3,NO PARKING,Upparpet,2023-12-07,2023-12-09,HIGH,1500,1
FKN00GL127107,PASSENGER AUTO,3,WRONG PARKING,"Upparpet, Shivajinagar",2023-11-11,2024-01-01,HIGH,1500,0
FKN00GL127114,CAR,3,WRONG PARKING,Upparpet,2023-12-07,2023-12-21,HIGH,1500,1
FKN00GL127121,PASSENGER AUTO,3,NO PARKING,HAL Old Airport,2023-11-11,2023-12-31,HIGH,1500,0
FKN00GL127208,MAXI-CAB,3,WRONG PARKING,Upparpet,2023-11-14,2023-11-14,HIGH,1500,1
FKN00GL12731,PASSENGER AUTO,3,NO PARKING,Shivajinagar,2023-11-19,2024-02-04,HIGH,1500,0
FKN00GL126478,PASSENGER AUTO,3,NO PARKING,Upparpet,2023-11-10,2023-11-17,HIGH,1500,1
FKN00GL126503,MOTOR CYCLE,3,NO PARKING,Upparpet,2023-11-14,2024-01-16,HIGH,1500,0
FKN00GL126036,CAR,3,WRONG PARKING,Upparpet,2023-11-12,2023-11-19,HIGH,1500,1
FKN00GL126061,MOTOR CYCLE,3,WRONG PARKING,"HSR Layout, Jayanagara",2023-11-13,2024-03-07,HIGH,1500,0
FKN00GL6516,CAR,3,NO PARKING,"Pulikeshinagar(F.Town), HAL Old Airport, Hennuru",2023-12-09,2024-02-02,HIGH,1500,0
FKN00GL65167,SCOOTER,3,NO PARKING,High ground,2024-03-13,2024-04-05,HIGH,1500,1
FKN00GL6519,MOTOR CYCLE,3,NO PARKING,J.P. Nagar,2023-12-14,2024-02-02,HIGH,1500,0
FKN00GL65201,PASSENGER AUTO,3,WRONG PARKING,Malleshwaram,2023-12-01,2024-02-22,HIGH,1500,0
FKN00GL65232,PASSENGER AUTO,3,WRONG PARKING,Malleshwaram,2024-01-20,2024-02-27,HIGH,1500,0
FKN00GL65246,CAR,3,NO PARKING,Upparpet,2024-02-27,2024-02-29,HIGH,1500,1
FKN00GL65352,SCOOTER,3,WRONG PARKING,"Byatarayanapura, Pulikeshinagar(F.Town)",2024-01-16,2024-02-20,HIGH,1500,0
FKN00GL64863,CAR,3,WRONG PARKING,"Devanahalli Airport, Malleshwaram",2024-01-29,2024-02-26,HIGH,1500,1
FKN00GL126702,LGV,3,WRONG PARKING,K.R. Pura,2023-11-13,2023-12-22,HIGH,1500,0
FKN00GL126754,SCOOTER,3,WRONG PARKING,Halasur,2023-11-15,2023-12-07,HIGH,1500,1
FKN00GL126781,PASSENGER AUTO,3,WRONG PARKING,Malleshwaram,2023-11-11,2024-01-20,HIGH,1500,0
FKN00GL126785,CAR,3,NO PARKING,Malleshwaram,2023-11-11,2023-12-27,HIGH,1500,0
